game_id,player_id,pos,player,team,pass_cmp,pass_att,pass_yds,pass_td,pass_int,pass_sacked,pass_sacked_yds,pass_long,pass_rating,rush_att,rush_yds,rush_td,rush_long,targets,rec,rec_yds,rec_td,rec_long,fumbles_lost,rush_scrambles,designed_rush_att,comb_pass_rush_play,comb_pass_play,comb_rush_play,Team_abbrev,Opponent_abbrev,two_point_conv,total_ret_td,offensive_fumble_recovery_td,pass_yds_bonus,rush_yds_bonus,rec_yds_bonus,Total_DKP,Off_DKP,Total_FDP,Off_FDP,Total_SDP,Off_SDP,pass_target_yds,pass_poor_throws,pass_blitzed,pass_hurried,rush_yds_before_contact,rush_yac,rush_broken_tackles,rec_air_yds,rec_yac,rec_drops,offense,off_pct,vis_team,home_team,vis_score,home_score,OT,Roof,Surface,Temperature,Humidity,Wind_Speed,Vegas_Line,Vegas_Favorite,Over_Under,game_date
202110030mia,BrisJa00,QB,Jacoby Brissett,MIA,20,30,199,2,0,3,31,42,107.5,3,8,0,6,0,0,0,0,0,1,2,1,36,35,1,MIA,IND,0,0,0,0,0,0,15.76,15.76,14.76,14.76,14.76,14.76,230,4,4,7,8,0,0,0,0,0,52,100,IND,MIA,27,17,FALSE,outdoors,grass,85,57,16,-2.5,MIA,42.5,10/3/2021
202110030mia,StraMi03,WR,Mike Strachan,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IND,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,IND,MIA,27,17,FALSE,outdoors,grass,85,57,16,-2.5,MIA,42.5,10/3/2021
202110030mia,WilkJo01,RB,Jordan Wilkins,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IND,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,IND,MIA,27,17,FALSE,outdoors,grass,85,57,16,-2.5,MIA,42.5,10/3/2021
202110030mia,HollMa00,WR,Mack Hollins,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIA,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,IND,MIA,27,17,FALSE,outdoors,grass,85,57,16,-2.5,MIA,42.5,10/3/2021
202110030mia,CartCe00,TE,Cethan Carter,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIA,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,IND,MIA,27,17,FALSE,outdoors,grass,85,57,16,-2.5,MIA,42.5,10/3/2021
202110030mia,SmytDu00,TE,Durham Smythe,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,0,4,0,0,0,0,0,0,MIA,IND,0,0,0,0,0,0,2.6,2.6,1.6,1.6,1.6,1.6,0,0,0,0,0,0,0,-1,7,0,21,40,IND,MIA,27,17,FALSE,outdoors,grass,85,57,16,-2.5,MIA,42.5,10/3/2021
202110030mia,WaddJa00,WR,Jaylen Waddle,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,33,0,18,0,0,0,0,0,0,MIA,IND,0,0,0,0,0,0,6.3,6.3,4.8,4.8,4.8,4.8,0,0,0,0,0,0,0,18,20,0,41,79,IND,MIA,27,17,FALSE,outdoors,grass,85,57,16,-2.5,MIA,42.5,10/3/2021
202110030mia,WilsAl02,WR,Albert Wilson,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,11,0,11,0,0,0,0,0,0,MIA,IND,0,0,0,0,0,0,2.1,2.1,1.6,1.6,1.6,1.6,0,0,0,0,0,0,0,20,4,0,25,48,IND,MIA,27,17,FALSE,outdoors,grass,85,57,16,-2.5,MIA,42.5,10/3/2021
202110030mia,FullWi01,WR,Will Fuller,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,0,6,0,0,0,0,0,0,MIA,IND,0,0,0,0,0,0,1.6,1.6,1.1,1.1,1.1,1.1,0,0,0,0,0,0,0,10,2,0,14,27,IND,MIA,27,17,FALSE,outdoors,grass,85,57,16,-2.5,MIA,42.5,10/3/2021
202110030mia,ShahAd00,TE,Adam Shaheen,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,MIA,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,20,38,IND,MIA,27,17,FALSE,outdoors,grass,85,57,16,-2.5,MIA,42.5,10/3/2021
202110030mia,GranJa00,WR,Jakeem Grant,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-7,0,-7,1,0,0,0,0,0,MIA,IND,0,0,0,0,0,0,-0.7,-0.7,-2.2,-2.2,-2.2,-2.2,0,0,0,0,0,0,0,-4,-3,0,1,2,IND,MIA,27,17,FALSE,outdoors,grass,85,57,16,-2.5,MIA,42.5,10/3/2021
202110030min,PeopDo00,WR,Donovan Peoples-Jones,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLE,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,59,CLE,MIN,14,7,FALSE,dome,sportturf,72,45,0,-1,CLE,51.5,10/3/2021
202110030min,NjokDa00,TE,David Njoku,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,17,0,9,0,0,0,0,0,0,CLE,MIN,0,0,0,0,0,0,3.7,3.7,2.7,2.7,2.7,2.7,0,0,0,0,0,0,0,0,17,0,52,67,CLE,MIN,14,7,FALSE,dome,sportturf,72,45,0,-1,CLE,51.5,10/3/2021
202110030min,JanoAn00,FB,Andy Janovich,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLE,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,CLE,MIN,14,7,FALSE,dome,sportturf,72,45,0,-1,CLE,51.5,10/3/2021
202110030min,ElleBe00,TE,Ben Ellefson,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIN,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21,CLE,MIN,14,7,FALSE,dome,sportturf,72,45,0,-1,CLE,51.5,10/3/2021
202110030min,HernCh00,TE,Chris Herndon,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIN,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,CLE,MIN,14,7,FALSE,dome,sportturf,72,45,0,-1,CLE,51.5,10/3/2021
202110030min,SchwAn00,WR,Anthony Schwartz,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CLE,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,15,19,CLE,MIN,14,7,FALSE,dome,sportturf,72,45,0,-1,CLE,51.5,10/3/2021
202110030min,FeltDe00,RB,Demetric Felton,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12,0,9,0,0,0,0,0,0,CLE,MIN,0,0,0,0,0,0,3.2,3.2,2.2,2.2,2.2,2.2,0,0,0,0,0,0,0,-3,15,0,6,8,CLE,MIN,14,7,FALSE,dome,sportturf,72,45,0,-1,CLE,51.5,10/3/2021
202110030min,HoopAu00,TE,Austin Hooper,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,11,0,11,0,0,0,0,0,0,CLE,MIN,0,0,0,0,0,0,2.1,2.1,1.6,1.6,1.6,1.6,0,0,0,0,0,0,0,15,14,0,56,72,CLE,MIN,14,7,FALSE,dome,sportturf,72,45,0,-1,CLE,51.5,10/3/2021
202110030min,BryaHa00,TE,Harrison Bryant,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,3,0,0,0,0,0,0,CLE,MIN,0,0,0,0,0,0,1.3,1.3,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,29,0,0,29,37,CLE,MIN,14,7,FALSE,dome,sportturf,72,45,0,-1,CLE,51.5,10/3/2021
202110030min,MayfBa00,QB,Baker Mayfield,CLE,15,33,155,0,0,3,12,24,59.5,2,11,0,6,0,0,0,0,0,0,1,1,38,37,1,CLE,MIN,0,0,0,0,0,0,7.3,7.3,7.3,7.3,7.3,7.3,346,13,10,4,4,7,1,0,0,0,78,100,CLE,MIN,14,7,FALSE,dome,sportturf,72,45,0,-1,CLE,51.5,10/3/2021
202110030min,ChubNi00,RB,Nick Chubb,CLE,0,0,0,0,0,0,0,0,0,21,100,0,13,1,1,5,0,5,0,0,21,21,0,21,CLE,MIN,0,0,0,0,1,0,14.5,14.5,11,11,13,13,0,0,0,0,38,62,1,4,1,0,37,47,CLE,MIN,14,7,FALSE,dome,sportturf,72,45,0,-1,CLE,51.5,10/3/2021
202110030min,HuntKa00,RB,Kareem Hunt,CLE,0,0,0,0,0,0,0,0,0,14,69,1,33,4,2,17,0,9,0,0,14,14,0,14,CLE,MIN,0,0,0,0,0,0,16.6,16.6,15.6,15.6,15.6,15.6,0,0,0,0,29,40,1,6,21,0,41,53,CLE,MIN,14,7,FALSE,dome,sportturf,72,45,0,-1,CLE,51.5,10/3/2021
202110030min,BeckOd00,WR,Odell Beckham Jr.,CLE,0,0,0,0,0,0,0,0,0,1,4,0,4,7,2,27,0,24,0,0,1,1,0,1,CLE,MIN,0,0,0,0,0,0,5.1,5.1,4.1,4.1,4.1,4.1,0,0,0,0,2,2,0,144.2,11,0,62,79,CLE,MIN,14,7,FALSE,dome,sportturf,72,45,0,-1,CLE,51.5,10/3/2021
202110030min,HiggRa00,WR,Rashard Higgins,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,63,0,21,0,0,0,0,0,0,CLE,MIN,0,0,0,0,0,0,10.3,10.3,8.3,8.3,8.3,8.3,0,0,0,0,0,0,0,88.2,5,0,41,53,CLE,MIN,14,7,FALSE,dome,sportturf,72,45,0,-1,CLE,51.5,10/3/2021
202110030min,WestDe00,WR,Dede Westbrook,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17,0,17,0,0,0,0,0,0,MIN,CLE,0,0,0,0,0,0,2.7,2.7,2.2,2.2,2.2,2.2,0,0,0,0,0,0,0,16,1,0,8,12,CLE,MIN,14,7,FALSE,dome,sportturf,72,45,0,-1,CLE,51.5,10/3/2021
202110030min,AbduAm00,RB,Ameer Abdullah,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,0,0,0,MIN,CLE,0,0,0,0,0,0,1.2,1.2,0.7,0.7,0.7,0.7,0,0,0,0,0,0,0,-4,6,0,5,7,CLE,MIN,14,7,FALSE,dome,sportturf,72,45,0,-1,CLE,51.5,10/3/2021
202110030min,CookDa01,RB,Dalvin Cook,MIN,0,0,0,0,0,0,0,0,0,9,34,0,13,6,2,10,0,6,0,0,9,9,0,9,MIN,CLE,0,0,0,0,0,0,6.4,6.4,5.4,5.4,5.4,5.4,0,0,0,0,25,9,0,-10.8,13,0,33,49,CLE,MIN,14,7,FALSE,dome,sportturf,72,45,0,-1,CLE,51.5,10/3/2021
202110030min,MattAl01,RB,Alexander Mattison,MIN,0,0,0,0,0,0,0,0,0,10,20,0,6,0,0,0,0,0,0,0,10,10,0,10,MIN,CLE,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,5,15,1,0,0,0,23,34,CLE,MIN,14,7,FALSE,dome,sportturf,72,45,0,-1,CLE,51.5,10/3/2021
202110030min,OsboKJ00,WR,K.J. Osborn,MIN,0,0,0,0,0,0,0,0,0,1,10,0,10,7,3,26,0,20,0,0,1,1,0,1,MIN,CLE,0,0,0,0,0,0,6.6,6.6,5.1,5.1,5.1,5.1,0,0,0,0,8,2,0,70,0,0,42,63,CLE,MIN,14,7,FALSE,dome,sportturf,72,45,0,-1,CLE,51.5,10/3/2021
202110030min,CousKi00,QB,Kirk Cousins,MIN,20,38,203,1,1,2,13,31,66,2,0,0,1,0,0,0,0,0,0,1,1,42,41,1,MIN,CLE,0,0,0,0,0,0,11.12,11.12,10.12,10.12,11.12,11.12,320,12,9,6,0,0,0,0,0,0,67,100,CLE,MIN,14,7,FALSE,dome,sportturf,72,45,0,-1,CLE,51.5,10/3/2021
202110030min,JeffJu00,WR,Justin Jefferson,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,84,1,31,0,0,0,0,0,0,MIN,CLE,0,0,0,0,0,0,20.4,20.4,17.4,17.4,17.4,17.4,0,0,0,0,0,0,0,95.2,21,0,59,88,CLE,MIN,14,7,FALSE,dome,sportturf,72,45,0,-1,CLE,51.5,10/3/2021
202110030min,ThieAd00,WR,Adam Thielen,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,46,0,22,0,0,0,0,0,0,MIN,CLE,0,0,0,0,0,0,7.6,7.6,6.1,6.1,6.1,6.1,0,0,0,0,0,0,0,124,8,0,66,99,CLE,MIN,14,7,FALSE,dome,sportturf,72,45,0,-1,CLE,51.5,10/3/2021
202110030min,ConkTy00,TE,Tyler Conklin,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,18,0,14,0,0,0,0,0,0,MIN,CLE,0,0,0,0,0,0,5.8,5.8,3.8,3.8,3.8,3.8,0,0,0,0,0,0,0,3,15,1,57,85,CLE,MIN,14,7,FALSE,dome,sportturf,72,45,0,-1,CLE,51.5,10/3/2021
202110030min,HamxC.00,FB,C.J. Ham,MIN,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,MIN,CLE,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,1,0,0,0,0,21,31,CLE,MIN,14,7,FALSE,dome,sportturf,72,45,0,-1,CLE,51.5,10/3/2021
202110030nor,ToneKa00,WR,Kadarius Toney,NYG,0,0,0,0,0,0,0,0,0,1,1,0,1,9,6,78,0,21,0,0,1,1,0,1,NYG,NOR,0,0,0,0,0,0,13.9,13.9,10.9,10.9,10.9,10.9,0,0,0,0,0,1,0,72,50,1,49,78,NYG,NOR,27,21,TRUE,dome,astroturf,72,45,0,-7,NOR,41.5,10/3/2021
202110030nor,GollKe00,WR,Kenny Golladay,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,116,0,28,0,0,0,0,0,0,NYG,NOR,0,0,0,0,0,1,20.6,20.6,14.6,14.6,16.6,16.6,0,0,0,0,0,0,0,95.9,49,0,58,92,NYG,NOR,27,21,TRUE,dome,astroturf,72,45,0,-7,NOR,41.5,10/3/2021
202110030nor,CallMa01,WR,Marquez Callaway,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,74,0,58,0,0,0,0,0,0,NOR,NYG,0,0,0,0,0,0,9.4,9.4,8.4,8.4,8.4,8.4,0,0,0,0,0,0,0,64,10,0,56,82,NYG,NOR,27,21,TRUE,dome,astroturf,72,45,0,-7,NOR,41.5,10/3/2021
202110030nor,HarrDe07,WR,Deonte Harris,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,52,0,18,0,0,0,0,0,0,NOR,NYG,0,0,0,0,0,0,10.2,10.2,7.7,7.7,7.7,7.7,0,0,0,0,0,0,0,68.8,55,0,33,49,NYG,NOR,27,21,TRUE,dome,astroturf,72,45,0,-7,NOR,41.5,10/3/2021
202110030nor,JohnJu02,TE,Juwan Johnson,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,20,1,15,0,0,0,0,0,0,NOR,NYG,0,0,0,0,0,0,10,10,9,9,9,9,0,0,0,0,0,0,0,20.1,0,0,14,21,NYG,NOR,27,21,TRUE,dome,astroturf,72,45,0,-7,NOR,41.5,10/3/2021
202110030nor,RossJo00,WR,John Ross,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,77,1,51,0,0,0,0,0,0,NYG,NOR,0,0,1,0,0,0,22.7,22.7,21.2,21.2,21.2,21.2,0,0,0,0,0,0,0,74,8,0,28,44,NYG,NOR,27,21,TRUE,dome,astroturf,72,45,0,-7,NOR,41.5,10/3/2021
202110030nor,RudoKy00,TE,Kyle Rudolph,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,24,0,20,0,0,0,0,0,0,NYG,NOR,0,0,0,0,0,0,4.4,4.4,3.4,3.4,3.4,3.4,0,0,0,0,0,0,0,15.9,13,0,37,59,NYG,NOR,27,21,TRUE,dome,astroturf,72,45,0,-7,NOR,41.5,10/3/2021
202110030nor,EngrEv00,TE,Evan Engram,NYG,0,0,0,0,0,0,0,0,0,1,-3,0,-3,6,5,27,0,8,0,0,1,1,0,1,NYG,NOR,0,0,0,0,0,0,7.4,7.4,4.9,4.9,4.9,4.9,0,0,0,0,-3,0,0,18,11,1,43,68,NYG,NOR,27,21,TRUE,dome,astroturf,72,45,0,-7,NOR,41.5,10/3/2021
202110030nor,WinsJa00,QB,Jameis Winston,NOR,17,23,226,1,0,0,0,58,119.1,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,NOR,NYG,0,0,0,0,0,0,13.04,13.04,13.04,13.04,13.04,13.04,138,4,9,3,0,0,0,0,0,0,60,88,NYG,NOR,27,21,TRUE,dome,astroturf,72,45,0,-7,NOR,41.5,10/3/2021
202110030nor,HillTa00,QB,Taysom Hill,NOR,2,3,9,0,1,0,0,6,30.6,6,28,2,8,2,2,26,0,15,0,0,6,9,3,6,NOR,NYG,0,0,0,0,0,0,18.76,18.76,16.76,16.76,17.76,17.76,47,1,1,0,15,13,3,-4,30,0,34,50,NYG,NOR,27,21,TRUE,dome,astroturf,72,45,0,-7,NOR,41.5,10/3/2021
202110030nor,KamaAl00,RB,Alvin Kamara,NOR,0,0,0,0,0,0,0,0,0,26,120,0,10,0,0,0,0,0,0,0,26,26,0,26,NOR,NYG,0,0,0,0,1,0,15,15,12,12,14,14,0,0,0,0,58,62,3,0,0,0,59,87,NYG,NOR,27,21,TRUE,dome,astroturf,72,45,0,-7,NOR,41.5,10/3/2021
202110030nor,JoneTo04,RB,Tony Jones,NOR,0,0,0,0,0,0,0,0,0,3,8,0,3,3,1,-3,0,-3,0,0,3,3,0,3,NOR,NYG,0,0,0,0,0,0,1.5,1.5,1,1,1,1,0,0,0,0,8,0,0,-3,0,0,9,13,NYG,NOR,27,21,TRUE,dome,astroturf,72,45,0,-7,NOR,41.5,10/3/2021
202110030nor,MontTy01,WR,Ty Montgomery,NOR,0,0,0,0,0,0,0,0,0,2,7,0,5,3,3,42,0,21,0,0,2,2,0,2,NOR,NYG,0,0,0,0,0,0,7.9,7.9,6.4,6.4,6.4,6.4,0,0,0,0,5,2,0,30,12,0,34,50,NYG,NOR,27,21,TRUE,dome,astroturf,72,45,0,-7,NOR,41.5,10/3/2021
202110030nor,WashDw00,RB,Dwayne Washington,NOR,0,0,0,0,0,0,0,0,0,1,5,0,5,1,1,6,0,6,0,0,1,1,0,1,NOR,NYG,0,0,0,0,0,0,2.1,2.1,1.6,1.6,1.6,1.6,0,0,0,0,0,5,0,2,4,0,5,7,NYG,NOR,27,21,TRUE,dome,astroturf,72,45,0,-7,NOR,41.5,10/3/2021
202110030nor,ArmaAl00,RB,Alex Armah,NOR,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,1,1,0,1,NOR,NYG,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0,0,1,1,0,0,0,0,3,4,NYG,NOR,27,21,TRUE,dome,astroturf,72,45,0,-7,NOR,41.5,10/3/2021
202110030nor,JoneDa05,QB,Daniel Jones,NYG,28,40,402,2,1,0,0,54,108.5,4,27,0,20,0,0,0,0,0,0,3,1,44,43,1,NYG,NOR,1,0,0,1,0,0,30.78,30.78,26.78,26.78,29.78,29.78,375,5,16,3,27,0,0,0,0,0,63,100,NYG,NOR,27,21,TRUE,dome,astroturf,72,45,0,-7,NOR,41.5,10/3/2021
202110030nor,BarkSa00,RB,Saquon Barkley,NYG,0,0,0,0,0,0,0,0,0,13,52,1,17,6,5,74,1,54,0,0,13,13,0,13,NYG,NOR,0,0,0,0,0,0,29.6,29.6,27.1,27.1,27.1,27.1,0,0,0,0,25,27,1,21,60,0,56,89,NYG,NOR,27,21,TRUE,dome,astroturf,72,45,0,-7,NOR,41.5,10/3/2021
202110030nor,BookDe00,RB,Devontae Booker,NYG,0,0,0,0,0,0,0,0,0,1,6,0,6,1,1,6,0,6,0,0,1,1,0,1,NYG,NOR,0,0,0,0,0,0,2.2,2.2,1.7,1.7,1.7,1.7,0,0,0,0,3,3,0,-5,11,0,7,11,NYG,NOR,27,21,TRUE,dome,astroturf,72,45,0,-7,NOR,41.5,10/3/2021
202110030nor,BoarC.00,WR,C.J. Board,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYG,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,30,NYG,NOR,27,21,TRUE,dome,astroturf,72,45,0,-7,NOR,41.5,10/3/2021
202110030nor,SmitKa00,TE,Kaden Smith,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYG,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,NYG,NOR,27,21,TRUE,dome,astroturf,72,45,0,-7,NOR,41.5,10/3/2021
202110030nor,JohnCo01,WR,Collin Johnson,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYG,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,NYG,NOR,27,21,TRUE,dome,astroturf,72,45,0,-7,NOR,41.5,10/3/2021
202110030nor,PennEl00,RB,Elijhaa Penny,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYG,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,NYG,NOR,27,21,TRUE,dome,astroturf,72,45,0,-7,NOR,41.5,10/3/2021
202110030nor,GrifGa00,TE,Garrett Griffin,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOR,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,25,NYG,NOR,27,21,TRUE,dome,astroturf,72,45,0,-7,NOR,41.5,10/3/2021
202110030nor,HogaCh00,WR,Chris Hogan,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,15,0,9,0,0,0,0,0,0,NOR,NYG,0,0,0,0,0,0,3.5,3.5,2.5,2.5,2.5,2.5,0,0,0,0,0,0,0,3,12,0,14,21,NYG,NOR,27,21,TRUE,dome,astroturf,72,45,0,-7,NOR,41.5,10/3/2021
202110030nor,TrauAd00,TE,Adam Trautman,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,3,0,0,0,0,0,0,NOR,NYG,0,0,0,0,0,0,1.3,1.3,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,1,2,0,39,57,NYG,NOR,27,21,TRUE,dome,astroturf,72,45,0,-7,NOR,41.5,10/3/2021
202110030nor,StilKe00,WR,Kenny Stills,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NOR,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,17,25,NYG,NOR,27,21,TRUE,dome,astroturf,72,45,0,-7,NOR,41.5,10/3/2021
202110030nwe,BradTo00,QB,Tom Brady,TAM,22,43,269,0,0,1,8,28,70.8,4,3,0,6,0,0,0,0,0,0,1,3,48,45,3,TAM,NWE,0,0,0,0,0,0,11.06,11.06,11.06,11.06,11.06,11.06,459,13,6,3,0,3,0,0,0,0,78,100,TAM,NWE,19,17,FALSE,outdoors,grass,62,84,4,-7,TAM,49.5,10/3/2021
202110030nwe,FourLe00,RB,Leonard Fournette,TAM,0,0,0,0,0,0,0,0,0,20,92,0,21,5,3,47,0,23,0,0,20,20,0,20,TAM,NWE,0,0,0,0,0,0,16.9,16.9,15.4,15.4,15.4,15.4,0,0,0,0,62,30,4,-7,52,2,64,82,TAM,NWE,19,17,FALSE,outdoors,grass,62,84,4,-7,TAM,49.5,10/3/2021
202110030nwe,MickJa01,WR,Jaydon Mickens,TAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TAM,NWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,TAM,NWE,19,17,FALSE,outdoors,grass,62,84,4,-7,TAM,49.5,10/3/2021
202110030nwe,JohnJa12,FB,Jakob Johnson,NWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NWE,TAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,27,TAM,NWE,19,17,FALSE,outdoors,grass,62,84,4,-7,TAM,49.5,10/3/2021
202110030nwe,SlatMa00,WR,Matthew Slater,NWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NWE,TAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,TAM,NWE,19,17,FALSE,outdoors,grass,62,84,4,-7,TAM,49.5,10/3/2021
202110030nwe,JoneMa05,QB,Mac Jones,NWE,31,40,275,2,1,4,25,21,101.6,1,-1,0,-1,0,0,0,0,0,0,0,1,45,44,1,NWE,TAM,0,0,0,0,0,0,17.9,17.9,16.9,16.9,17.9,17.9,206,1,20,2,-1,0,0,0,0,0,59,100,TAM,NWE,19,17,FALSE,outdoors,grass,62,84,4,-7,TAM,49.5,10/3/2021
202110030nwe,MeyeJa01,WR,Jakobi Meyers,NWE,2,2,45,0,0,0,0,30,118.7,0,0,0,0,12,8,70,0,21,0,0,0,2,2,0,NWE,TAM,0,0,0,0,0,0,16.8,16.8,12.8,12.8,12.8,12.8,11,0,0,0,0,0,0,68.4,23,1,56,95,TAM,NWE,19,17,FALSE,outdoors,grass,62,84,4,-7,TAM,49.5,10/3/2021
202110030nwe,AghoNe00,WR,Nelson Agholor,NWE,0,0,0,0,0,0,0,0,0,1,4,0,4,5,3,55,0,30,0,0,1,1,0,1,NWE,TAM,0,0,0,0,0,0,8.9,8.9,7.4,7.4,7.4,7.4,0,0,0,0,4,0,1,69,18,0,43,73,TAM,NWE,19,17,FALSE,outdoors,grass,62,84,4,-7,TAM,49.5,10/3/2021
202110030nwe,BourKe00,WR,Kendrick Bourne,NWE,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,58,0,17,0,0,0,0,0,0,NWE,TAM,0,0,0,0,0,0,10.8,10.8,8.3,8.3,8.3,8.3,0,0,0,0,0,0,0,45,13,0,36,61,TAM,NWE,19,17,FALSE,outdoors,grass,62,84,4,-7,TAM,49.5,10/3/2021
202110030nwe,BoldBr00,RB,Brandon Bolden,NWE,0,0,0,0,0,0,0,0,0,1,0,0,0,6,6,51,0,15,0,0,1,1,0,1,NWE,TAM,0,0,0,0,0,0,11.1,11.1,8.1,8.1,8.1,8.1,0,0,0,0,0,0,0,-13.8,65,0,19,32,TAM,NWE,19,17,FALSE,outdoors,grass,62,84,4,-7,TAM,49.5,10/3/2021
